ndeg_siren,adresse,identifiant_unique,montant_subvention,gestion,beneficiaire
78466255300113.0,150-156 RUE DU MARECHAL LECLERC SAINT-MAURICE,556,8000.0,Région IDF,AFORPA ASSOC REGIONALE POUR FORMATION PROF AUTO
78466255300113.0,150-156 RUE DU MARECHAL LECLERC SAINT-MAURICE,579,191809.0,Région IDF,AFORPA ASSOC REGIONALE POUR FORMATION PROF AUTO
30059912300019.0,13  PL  DU GENERAL DE GAULLE MONTREUIL CEDEX,588,443838.4,Région IDF,AFPA  ASS NALE FORM PROF ADULTES
30059912300019.0,13  PL  DU GENERAL DE GAULLE MONTREUIL CEDEX,594,17300.0,Région IDF,AFPA  ASS NALE FORM PROF ADULTES
411564065.0,4 ALLIE PIERRE DE RONSARD 78205 MANTES-LA-JOLIE,602,21720.0,ASP,AFPI
37869298200028.0,7 RUE GASTON APPERT VILLENEUVE-LA-GARENNE,604,8000.0,Région IDF,AFPS ASS FORMATION PROFESSIONNELS SANTE
37869298200028.0,7 RUE GASTON APPERT VILLENEUVE-LA-GARENNE,610,8000.0,Région IDF,AFPS ASS FORMATION PROFESSIONNELS SANTE
33533722600047.0,16 PASSAGE DE LA MAIN D'OR PARIS 11,616,1000.0,Région IDF,AFRANE  AMITIE FRANCO AFGHANE
77569201500057.0,46  AV  DE VILLIERS PARIS 17 CEDEX,625,1078000.0,Région IDF,AFT  ASS DEVELOP FORM PROF TRANSPORT
77569201500057.0,46  AV  DE VILLIERS PARIS 17 CEDEX,632,17985.0,Région IDF,AFT  ASS DEVELOP FORM PROF TRANSPORT
38767911100022.0,PL  JEAN-JAURES ST MAURICE,649,21034.44,Région IDF,AFUNA CFA SUP 2000
44257343200014.0,11  PL  D'AQUITAINE      BP 475 RUNGIS CEDEX,652,15568.0,Région IDF,AGALT SAVIGNY LE TEMPLE
44257343200014.0,11  PL  D'AQUITAINE      BP 475 RUNGIS CEDEX,653,6762.0,Région IDF,AGALT SAVIGNY LE TEMPLE
401095047.0,18 TERRASSE BELLINI 92806 PUTEAUX,667,37512.09,ASP,AGEFA PME
507987626.0,10 RUE DE LA DURANCE 75012 PARIS,668,1598.9,ASP,AGEFEN ETABLISSEMENT C2M FORMATIONS
40292484900027.0,48  CRS BLAISE PASCAL EVRY CEDEX,706,35817.0,Région IDF,AGESUP  ASS PROMO GES TION CTRE ENS SUP A EVRY
441438868.0,PLIE 143 RUE PAUL VAILLANT COUTURIER 95100 ARGENTEUIL,716,75319.2,ASP,AGIRE ARGENTEUIL BEZONS
31725143700057.0,56  RUE CHARLES BRAS EMERAINVILLE,727,72576.0,Région IDF,AGOS ASSOCIATION GESTION OEUVRES SOCIALES
43753681600022.0,7 BIS RUE RIQUET PARIS,730,89604.0,Région IDF,AGRIC BIO REG ILE FRANCE GPT G A B REG
47921355500028.0,2 PLACE D'AUXOIS MAUREPAS,761,3000.0,Région IDF,AJC CONTRE LA VIOLENCE MORALE INTFAM STALKING
48031261000011.0,24 RUE BEAUBOURG PARIS,788,70000.0,Région IDF,AMAP-IDF RESEAU DES ASSOCIATIONS POUR LE MAINTIEN D'UNE AGRICULTURE PAYSANNE EN ILE DE FRANCE
40140174000030.0,62 BD DE SEBASTOPOL PARIS,790,17500.0,Région IDF,AMERI CONSEIL ET FORMATION
43144266400055.0,69 RUE DES RIGOLES PARIS,803,24500.0,Région IDF,AMK AEROSTAT MARIONNETTES KIOSQUE
53100918100011.0,9 PLACE DE BELGIQUE LA GARENNE-COLOMBES,810,6987.7,Région IDF,ANAF ASSOCIATION NATIONALE DES APPRENTIS DE FRANCE
43493865000018.0,9-11 AVENUE MICHELET SAINT-OUEN,821,4610.96,Région IDF,ANGVC ASSOCIATION NATIONALE DES GENS DU VOYAGE CATHOLIQUES
40856020900012.0,3  RUE RECAMIER PARIS 07 CEDEX,823,35000.0,Région IDF,ANIMAFAC
43159836600018.0,11 RUE PIERRE ET MARIE CURIE PARIS CEDEX 05,832,7328.19,Région IDF,ANIMATH ASS POUR ANIMATION MATHEMATIQUE
77565950100149.0,17 RUE DU CHATEAU D'EAU PARIS 10,845,4240.0,Région IDF,ANRS - NATIONALE DE READAPTATION SOCIALE
32387602900030.0,6  AV  GAL PIERRE BILLOTTE BP30 CRETEIL CEDEX,877,4887.82,Région IDF,APAJH VAL DE MARNE
53055304900012.0,6 RUE PABLO NERUDA BAGNEUX,881,145.16,Région IDF,APAM ASSOCIATION DES PARENTS ET AMIS DES MARONNIERS
78471379400013.0,20  RUE MEDERIC PARIS,933,18477.0,Région IDF,APHRL  ASS PROF HOTELIER RESTAURAT LIMONADIER
32185411900054.0,24 RUE DU COLONEL PICOT MELUN,942,8400.0,Région IDF,APMAD RM C G R M RIVAGE
78423753900035.0,17  BD MORLAND PARIS 04,983,142905.0,Région IDF,APUR  ATELIER PARISIEN URBANISME
40793677200034.0,48 RUE DE ROUEN PONTOISE,985,1863.44,Région IDF,"AQUAREL - ANIMATION DES QUARTIERS, RESSOURCES ET LOGISTIQUE"
40793677200034.0,48 RUE DE ROUEN PONTOISE,987,4587.6,Région IDF,"AQUAREL - ANIMATION DES QUARTIERS, RESSOURCES ET LOGISTIQUE"
450407598.0,10 RUE DES GARENNES 78200 MANTES-LA-JOLIE,1003,12500.0,ASP,ARCHE
422725887.0,189 RUE D'AUBERVILLIERS 75018 PARIS,1032,3600.0,ASP,ARESCOOP
39910924800035.0,29  RUE DAVID D'ANGERS PARIS 19,1039,1160000.0,Région IDF,ARFA ASS REG FORM ANIMAT
489900928.0,14 RUE DE NANTES 75019 PARIS,1051,2497.95,ASP,ARIF PARCOURS
35354932200033.0,14 RUE UTRILLO MONTFERMEIL,1052,6000.0,Région IDF,ARIFA ARCHIVES DE L'IMMIGRATION FAMILIALE
77567631500150.0,41 RUE DURIS PARIS,1056,7613.06,Région IDF,ARIMC IDF  ASS REG INFIRMES MOTEURS CEREBRAUX IDF
34137381900133.0,103 BOULEVARD HAUSSMANN PARIS 08,1070,19008.61,Région IDF,ARPAD ASSOCIATION DE RESIDENCES POUR PERSONNES AGEES DEPENDANTES
40345878900019.0,278 AV  ARISTIDE BRIAND LES PAVILLONS SOUS BOIS,1076,13582.23,Région IDF,ARRIMAGES ASSOCIATION
30470797900064.0,52 RUE DES GRANDES COTES SAINT-OUEN-L'AUMONE,1081,108164.8,Région IDF,ARS ASSOCIATION POUR LA REINSERTION SOCIALE
502515232.0,69 RUE DAUBIGNY 95430 AUVERS-SUR-OISE,1101,11250.0,ASP,ART ET MUSES
77568577900016.0,23 AVENUE DE NEUILLY PARIS 16,1123,9252.95,Région IDF,ARVALIS INST DU VEGETAL
39891027300026.0,75  RUE DES ARCHIVES PARIS 03,1126,9200.0,Région IDF,ARVHA  ASSOCIATION POUR LA RECHERCHE SUR LA VILLE ET L'HABITAT
305950875.0,21 RUE CHARLES FOURIER 75013 PARIS,1153,8720.65,ASP,ASFORED
52159619700017.0,35 RUE SEVERINE LE KREMLIN-BICETRE,1163,2153.84,Région IDF,ASS ACSED
344737945.0,31 COURS ALBERT 1ER 95600 EAUBONNE,1166,16000.0,ASP,ASS AMI SERVICES
399109248.0,29 RUE DAVID D ANGERS 75019 PARIS,1173,367458.74,ASP,ASS ARFA
450280243.0,20 RUE LACROIX 75017 PARIS,1186,15000.0,ASP,ASS COMPAGNIE DU BELVEDERE 99
50142088900021.0,59 RUE DE L OURCQ PARIS,1203,5166.53,Région IDF,ASS DE GESTION DU COLLECTIF NATIONAL DROITS DE L HOMME ROMEUROPE
41830390500016.0,2  QUAI  AULAGNIER ASNIERES S/SEINE,1238,84000.0,Région IDF,ASS FORMATION METIERS DANSE CHANT COMEDIE
453363426.0,167 AVENUE VICTOR HUGO 75016 PARIS,1243,4100.0,ASP,ASS FORMATION TAILLEUR
47784836000012.0,27 RUE ST GUILLAUME PARIS,1246,912.99,Région IDF,ASS FRANCAISE DE SCIENCE POLITIQUE
37936409400027.0,37 QUAI DE GRENELLE PARIS,1257,9625.0,Région IDF,ASS GESTION ECOLE CENTR ELECTRONIQ
419824669.0,13 RUE DES FONTENELLES 78920 ECQUEVILLY,1267,23400.0,ASP,ASS HUMANITAIRE LA GERBE
41517131300067.0,26 RUE AMILCAR CIPRIANI SAINT-OUEN,1318,24500.0,Région IDF,ASS TRAFIC DE STYLES
50979667800027.0,8 RUE DU GENERAL RENAULT PARIS,1324,17500.0,Région IDF,ASS YK PROJECTS
34885602200036.0,67 RUE VERGNIAUD PARIS 13,1340,16800.0,Région IDF,ASSOC  CORANDIF
519993059.0,13 RUE DE LA CERISAIE 75004 PARIS,1346,19500.0,ASP,ASSOC A M E
485128284.0,13 RUE DES RIGOLES 75020 PARIS,1350,10000.0,ASP,ASSOC A2D
431644962.0,34 AV DU DOCTEUR GLEY 75020 PARIS,1380,11916.66,ASP,ASSOC APGL
32673881200022.0,12  RUE DES CLOSEAUX MANTES-LA-JOLIE,1383,10087.95,Région IDF,ASSOC APTIMA
451020937.0,18 PLACE DU CHANOINE HEROUX 93330 NEUILLY-SUR-MARNE,1385,10166.7,ASP,ASSOC ARAMAD
384418489.0,31 PASSAGE DE MENILMONTANT 75011 PARIS,1395,25416.68,ASP,ASSOC ATELIERS DU CHAUDRON
425125226.0,3 ALLEE FERNAND LINDET 93390 CLICHY-SOUS-BOIS,1412,833.37,ASP,ASSOC BOSPHORE
451106686.0,79 RUE PETIT 75019 PARIS,1418,5833.35,ASP,ASSOC CAHIERS ET CINEMA
448221259.0,32 RUE ROTTEMBOURG 75012 PARIS,1419,6666.7,ASP,ASSOC CDRS 75
495268138.0,3 ALLEE FERNAND LINDET 93390 CLICHY-SOUS-BOIS,1443,12750.0,ASP,ASSOC COLLECTIF ACLEFEU
348356601.0,58 BOULEVARD BERCHERE 91150 ETAMPES,1454,32833.2,ASP,ASSOC CPN DU VAL DE SEINE
320798275.0,11 IMPASSE DELEPINE 75011 PARIS,1455,13750.0,ASP,ASSOC CRECHE PARENTALE BABILLAGES
513531186.0,115 RUE JULES CHATENAY 93380 PIERREFITTE-SUR-SEINE,1469,22750.0,ASP,ASSOC DE PREFIGURATION DE LA REGIE DE QUARTIER
442348397.0,24 RUE DE L'EST 75020 PARIS,1476,25833.28,ASP,ASSOC DEDALE
383230497.0,52 AV DE FLANDRE 75019 PARIS,1488,15000.0,ASP,ASSOC DOCUMENTAIRE SUR GRAND ECRAN
493019962.0,54 RUE TAITBOUT 75009 PARIS,1506,11666.64,ASP,ASSOC ENSEMBLE PYGMALION
438098857.0,42 RUE DE L ECHIQUIER 75010 PARIS,1513,8750.0,ASP,ASSOC ESPACE UNIVERSEL
422282210.0,4 RUE DE LA SOLIDARITE 75019 PARIS,1519,28999.96,ASP,ASSOC FABRICATION MAISON
408974152.0,16 RUE DU PERE AUBRY 94120 FONTENAY-SOUS-BOIS,1534,15000.0,ASP,ASSOC FNAFA
452397649.0,1 PASSAGE DE L'AVENIR 93300 AUBERVILLIERS,1546,10916.6,ASP,ASSOC FRERES POUSSIERE
451986863.0,15 RUE DU VERT BOIS 93100 MONTREUIL,1550,1000.0,ASP,ASSOC G E EMERGENCES
326565751.0,3 AVENUE DE LA VICTOIRE 77334 MEAUX,1569,60000.0,ASP,ASSOC HORIZON
42899662300016.0,21  AVENUE DU MAINE PARIS 15,1576,16000.0,Région IDF,ASSOC IMMANENCE
493135826.0,15 PASSAGE RAMAI 75018 PARIS,1578,1666.7,ASP,ASSOC INDOSANA CULTURES EN CHEMIN
784662900.0,26 AV GENERAL SARRAIL 75016 PARIS,1585,10000.0,ASP,ASSOC JEAN BOUIN OMNISPORT
387675572.0,RUE PASTEUR VALLERY RADOT 94000 CRETEIL,1588,16250.0,ASP,ASSOC JUSTICE ET VILLE
329276778.0,204 AVENUE DU MAINE 75014 PARIS,1595,1833.32,ASP,ASSOC L ECLAT DES MUSES
440607307.0,PLACE CHARLES DE GAULLE 91370 VERRIERES-LE-BUISSON,1618,15000.0,ASP,ASSOC LA TERRE ET LA CITE
389652959.0,132 BLD SERURIER 75019 PARIS,1619,8333.38,ASP,ASSOC LA VOIE DE LA LUNE
504276171.0,9 RUE RAYMOND DU TEMPLE 94300 VINCENNES,1630,15000.0,ASP,ASSOC LE RAMEAU
488280736.0,87 RUE DU FBG DU TEMPLE 75010 PARIS,1631,10416.69,ASP,ASSOC LE SOUFFLE 9
435297510.0,161 RUE SAINT MAUR 75011 PARIS,1640,1250.0,ASP,ASSOC LES COMMUN'ARTS
441440948.0,123 RUE DE TOCQUEVILLE 75017 PARIS,1646,26750.0,ASP,ASSOC LES M A C A Q TROUBADOUR
481815579.0,1 RUE DE LA FONTAINE HENRI IV 92370 CHAVILLE,1652,15000.0,ASP,ASSOC LES PETITS MOUSSES
407563162.0,44 AVENUE DE PROVENCE 91170 VIRY-CHATILLON,1683,34166.68,ASP,ASSOC MJC CENTRE SOCIAL SAINT EXUPERY
345271639.0,210 RUE DE BELLEVILLE 75020 PARIS,1690,1666.7,ASP,ASSOC MUSIQUE DANSE XXE
327096020.0,2 ALLEE DES GLYCINES 92000 NANTERRE,1693,26583.3,ASP,ASSOC NAHDA
451406276.0,99  RUE DU FAUBOURG SAINT DENIS 75010 PARIS,1700,8333.4,ASP,ASSOC NISI MASA
491954939.0,5 AVENUE DU GENERAL DE GAULLE 94240 HAY-LES-ROSES,1705,30000.14,ASP,ASSOC OHE SERVICES
77572987400104.0,3 PL DE L EGLISE SAINT CLOUD,1711,293903.72,Région IDF,ASSOC PAPILLON BLANC ST CLOUD
494101793.0,8 PASSAGE DES RECOLLETS 75010 PARIS,1718,10666.64,ASP,ASSOC PARIS SKATE CULTURE PSC
398705137.0,HOTEL DE VILLE 77410 FRESNES-SUR-MARNE,1725,13080.0,ASP,ASSOC PERSPECTIV EMPLOI
480775626.0,PLACE DES BACONNETS 92160 ANTONY,1727,10000.08,ASP,ASSOC PIMMS
448340000.0,18 RUE DE LA PORTE DE TRIVAUX 92110 CLAMART,1735,20000.0,ASP,ASSOC POLYSONGS
421924853.0,31 AV RESIDENCE MONDESIR 91070 BONDOUFLE,1744,15000.0,ASP,ASSOC QUARTET BUCCAL
398595330.0,68 BD PONIATOWSKI 75012 PARIS,1756,8333.34,ASP,ASSOC RUEILLY NATION SPORTS
390437507.0,44 RUE DE L'ECHIQUIER 75010 PARIS,1764,20250.0,ASP,ASSOC SCIENCE TECH ART RECHERCHE
479605545.0,3 PASSAGE JULES SIEGFRIED 93200 SAINT-DENIS,1767,15000.0,ASP,ASSOC SIGNATURES SONORES INDEPENDANTES
481554723.0,50 RUE MOURAUD 75020 PARIS,1774,10500.0,ASP,ASSOC SOLEIL BLAISE
511094781.0,15 RUE DES CHAUDINS 77140 NEMOURS,1777,15000.0,ASP,ASSOC SOUTIEN
483761581.0,60 RUE CHARLES DE GAULLE 91330 YERRES,1781,2000.0,ASP,ASSOC SPORTIVE BOXE ANGLAISE YERRES KARATE YASMINA
415171313.0,AV DU MESNIL 95471 FOSSES,1800,15000.0,ASP,ASSOC TRAFIC DE STYLES
444248652.0,18 RUE DES CASCADES 75020 PARIS,1806,17500.02,ASP,ASSOC TRIBUDOM
342251709.0,34 RUE JOHNSTONE ET RECKITT 91130 RIS-ORANGIS,1815,10999.92,ASP,ASSOC USRO GENERAL
788336949.0,8 AVENUE DU NORD 94100 SAINT-MAUR-DES-FOSSES,1818,17083.36,ASP,ASSOC VIE AU GRAND AIR
445091234.0,10 PLACE DU PARC AUX CHARETTES 95300 PONTOISE,1822,20000.0,ASP,ASSOC VO TV
528041312.0,15 RUE DE TOULOUSE 93600 AULNAY-SOUS-BOIS,1830,47920.0,ASP,ASSOCIATION 2MAINS
31646523600032.0,7 RUE CRILLON PARIS 04,1839,179191.96,Région IDF,ASSOCIATION AIRPARIF
31646523600032.0,7 RUE CRILLON PARIS 04,1846,81824.28,Région IDF,ASSOCIATION AIRPARIF
437711807.0,7 RUE DE DOMREMY 75013 PARIS,1853,42800.0,ASP,ASSOCIATION ANDES
409804051.0,87-95 AVENUE HENRI RAVERA 92220 BAGNEUX,1860,257337.73,ASP,ASSOCIATION ARCHIMEDE
417668415.0,2 RUE SAINT JUST 93130 NOISY-LE-SEC,1874,15000.0,ASP,ASSOCIATION CHROMA
32932438800027.0,4 RUE EDOUARD VAILLANT MONTREUIL,1887,14000.0,Région IDF,ASSOCIATION CULTURELLE LA GIRANDOLE
32932438800027.0,4 RUE EDOUARD VAILLANT MONTREUIL,1888,5000.0,Région IDF,ASSOCIATION CULTURELLE LA GIRANDOLE
39358258000022.0,64  RUE DES BOUQUINVILLES EAUBONNE,1900,30000.0,Région IDF,ASSOCIATION DE GESTION DU CDFAS
50117285200011.0,14 RUE D'ASTORG PARIS,1903,30000.0,Région IDF,ASSOCIATION DE GESTION DU COMITE REGIONAL FCPE ILE DE FRANCE
37870559400018.0,33 RUE BARBET DE JOUY PARIS 07,1916,22400.0,Région IDF,ASSOCIATION DES BASES REGIONALES DE PLEIN AIR ET DE LOISIRS D'ILE DE FRANCE
50023673200011.0,2 RUE DU DOCTEUR BESSON MONTGERON,1933,1617.97,Région IDF,ASSOCIATION DU QUARTIER LA FORET
317236248.0,32 RUE DES BOURDONNAIS 75001 PARIS,1942,3666.64,ASP,ASSOCIATION EMMAUS
33029464600014.0,2   ALLEE MAURICE RAVEL GOUSSAINVILLE,1943,7172.44,Région IDF,ASSOCIATION EMPREINTE
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1965,11440.34,Région IDF,ASSOCIATION ESPACES
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1966,8403.3,Région IDF,ASSOCIATION ESPACES
39924109000063.0,855 AVENUE ROGER SALENGRO CHAVILLE,1972,62997.07,Région IDF,ASSOCIATION ESPACES
52893463100029.0,10 RUE DES BAS SABLONS ST MALO,1974,1800.0,Région IDF,ASSOCIATION ETC
379945512.0,5 RUE MARCEL DUHAMEL 91290 ARPAJON,1979,30000.0,ASP,ASSOCIATION FLOCON PAPILLON
52381710400012.0,AERODROME DE CERNY LA FERTE-ALAIS,1982,6817.17,Région IDF,ASSOCIATION FORTERESSE TOUJOURS VOLANTE
42443059300048.0,14  RUE SCANDICCI PANTIN,1985,4716.23,Région IDF,ASSOCIATION FRANCAISE REDUCTION RISQUE
77566395800046.0,AV  BERNARD HIRSCH   BP 105 CERGY PONTOISE CEDEX,1998,7000.0,Région IDF,ASSOCIATION GROUPE ESSEC
38324753300094.0,20 RUE PASTEUR LE KREMLIN-BICETRE CEDEX,2031,75785.79,Région IDF,ASSOCIATION ISATIS
77565769500299.0,79 B RUE DE VILLIERS NEUILLY-SUR-SEINE,2042,490514.53,Région IDF,ASSOCIATION L ESSOR - ESSOR SIEGE ET DIRECTION GENERALE
45166861000020.0,MAISON DE QUARTIER CERGY,2054,949.12,Région IDF,ASSOCIATION LA RUCHE
48423619500018.0,DOMAINE DE VILLARCEAUX CHAUSSY,2058,65813.69,Région IDF,ASSOCIATION LA SOURCE VILLARCEAUX
52399746800013.0,6 QUAI DE SEINE SAINT-DENIS,2060,20000.0,Région IDF,ASSOCIATION LE 6B
52399746800013.0,6 QUAI DE SEINE SAINT-DENIS,2061,2566.41,Région IDF,ASSOCIATION LE 6B
429583032.0,37 RUE FRANCIS COMBE 95000 CERGY,2064,2600.0,ASP,ASSOCIATION LE MAILLON
45004875600016.0,22 RUE DE LORMOY LONGPONT-SUR-ORGE,2093,22256.0,Région IDF,ASSOCIATION MONDE EN MARGE MONDE EN MARCHE
77565772900122.0,34 BOULEVARD DE PICPUS PARIS,2108,6000.0,Région IDF,ASSOCIATION OLGA SPITZER
53829922300015.0,4 ALLEE DES DEUX COMMUNES DRAVEIL,2123,341.36,Région IDF,ASSOCIATION PETANQUE LOISIRS DES BERGERIES
78466273600031.0,42-44  RUE DE ROMAINVILLE PARIS 19,2138,691470.0,Région IDF,ASSOCIATION POUR LA GESTION DU CENTRE DE FORMATION SAINT-HONORE
52437069900018.0,MAISON DES ADOLESCENTS DE COCHIN PARIS,2141,24121.7,Région IDF,ASSOCIATION POUR LA PROMOTION ET LE DEVELOPPEMENT DU CENTRE RESSOURCE EUROPEEN EN CLINIQUE TRANSCULTURELLE
42011130400028.0,20 PL DES TOULEUSES CERGY,2150,17500.0,Région IDF,ASSOCIATION RAYON D'ECRITS
39408789400108.0,65 RUE DES CITES AUBERVILLIERS,2162,394770.0,Région IDF,ASSOCIATION REGIONALE DES CEMEA IDF
393344395.0,CHATEAU D'ECANCOURT RUE D'ECANCOURT 95280 JOUY-LE-MOUTIER,2221,5750.0,ASP,ASSOCIATION VECTEUR
39352404600025.0,3 RUE ST DENIS COLOMBES,2227,6269.57,Région IDF,ASSOCIATION ZULUBERLUS
39352404600025.0,3 RUE ST DENIS COLOMBES,2228,7200.0,Région IDF,ASSOCIATION ZULUBERLUS
32810007800042.0,75 RUE DE L'AMIRAL MOUCHEZ PARIS,2241,6768.0,Région IDF,ASTS  ASS SCIENCE TECHNOLOGIE & SOCIETE
32810007800042.0,75 RUE DE L'AMIRAL MOUCHEZ PARIS,2245,13500.0,Région IDF,ASTS  ASS SCIENCE TECHNOLOGIE & SOCIETE
503487985.0,CHEZ NATHALIE CHASSIN 51 T RUE DU MOULIN VERT 75014 PARIS,2265,11938.48,ASP,ATELIERS DE CREATION ARTISTIQUES CULTURELLES ARTI
78530729900020.0,10 RUE LIOT BOULOGNE-BILLANCOURT,2290,5000.0,Région IDF,ATHLETIC CLUB DE BOULOGNE BILLANCOURT
31328289900043.0,MAISON DE QUARTIER LA MARINIERE SARTROUVILLE,2301,2000.0,Région IDF,ATRIUM
50414868500036.0,11 RUE CAILLAUX PARIS,2304,10000.0,Région IDF,ATTENTION CHANTIER
77566654800018.0,5  RUE DUROC PARIS 07,2337,25244.0,Région IDF,AVH ASS VALENTIN HAUY SCE
41160098400024.0,19 RUE DU GENERAL LECLERC MEAUX,2338,12000.0,Région IDF,AVIMEJ AIDE AUX VICTIMES ET MEDIATION JUDICIAIRE
39067482800020.0,95 AVENUE DU PRESIDENT WILSON MONTREUIL,2340,2379.95,Région IDF,AVRIL
39443072200014.0,12  PLACE  DU TRIDENT CHANTELOUP LES VIGNES,2346,1200.0,Région IDF,BABY LOUP
40084047600024.0,12  RUE BERANGER PARIS 03,2357,4099.29,Région IDF,BASILIADE
42847794700066.0,64 RUE CLISSON PARIS,2364,20000.0,Région IDF,BATIK INTERNATIONAL
32254831400036.0,239  RUE SAINT-MARTIN PARIS 03,2373,5750.0,Région IDF,BERNARD GREGORY ABG
38246863500042.0,8 PROMENEE VENISE-GOSNAT IVRY-SUR-SEINE,2391,19569.08,Région IDF,BIENNALE INTER POETES 94
421938531.0,35 BIS AVENUE DE LA REPUBLIQUE 93150 BLANC-MESNIL,2403,7166.69,ASP,BLANC MESNIL SPORT HANDBALL
444488274.0,28 RUE DE LORRAINE 78200 MANTES-LA-JOLIE,2409,1666.7,ASP,BLUES SUR SEINE
42472509100013.0,41 RUE CAMILLE LENEEZ LE BLANC-MESNIL,2411,4366.25,Région IDF,BMSG BLANC MESNIL SPORT GYMNASTIQUE
53443505200012.0,32 AVENUE HENRI VARAGNAT BONDY,2418,50000.0,Région IDF,BONDY INNOVATION
32250551200044.0,18  RUE DU FAUBOURG DU TEMPLE PARIS 11,2439,28000.0,Région IDF,BOUTIQUES DE GESTION PARIS IDF
32250551200044.0,18  RUE DU FAUBOURG DU TEMPLE PARIS 11,2444,24000.0,Région IDF,BOUTIQUES DE GESTION PARIS IDF
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2457,1063000.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2461,903000.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2483,71424.0,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2489,18361.14,Région IDF,BTP CFA ILE DE FRANCE
77566214100081.0,10  RUE DU DEBARCADERE PARIS,2490,20060.0,Région IDF,BTP CFA ILE DE FRANCE
48951904100037.0,RUE AMBROISE PRO VAUX-LE-PENIL,2514,24500.0,Région IDF,C H ARACTER(E)
78508829500015.0,18  RUE DE GASSICOURT MANTES LA JOLIE,2528,5000.0,Région IDF,CAC GEORGES BRASSENS
439543984.0,15 RUE GISQUET 93200 SAINT-DENIS,2537,12500.0,ASP,CAFE CULTUREL
44359048400020.0,7 IMPASSE NICEPHORE NIEPCE TREMBLAY EN FRANCE,2554,6812.5,Région IDF,CAMAS
35386977900036.0,80 RUE JULES FERRY BAGNOLET,2565,95444.0,Région IDF,CAMPUS FONDERIE DE L'IMAGE
40199109600025.0,61  RUE CLAUDE JEAN ROMAIN LE PERREUX SUR MARNE,2573,7500.0,Région IDF,CANTABILE
48974929100022.0,74 RUE DU FAUBOURG SAINT ANTOINE PARIS,2578,44834.5,Région IDF,CAP DIGITAL IMVN
433245917.0,15 RUE DU CHATEAU D'EAU 75010 PARIS,2590,10833.28,ASP,CAPITAL SPORT
42984735300027.0,48 RUE DE WATTIGNIES PARIS,2592,40862.69,Région IDF,CARAMEL
333338531.0,9 ALLEE DES BRUYERES 77332 MEAUX,2595,40000.0,ASP,CARED
775731698.0,13 AV PAUL ELUARD 93000 BOBIGNY,2614,21250.0,ASP,CDPE 93
391794583.0,28 RUE  DU SURMELIN 75020 PARIS,2641,475.0,ASP,CEFPF
78546615200010.0,23 quai d’Asnières VILLENEUVE LA GARENNE,2659,15600.0,Région IDF,CENTRE CULTUREL MUNICIPAL MAX JUCLIER
77568560500013.0,101  Q   BRANLY PARIS 15 CEDEX,2670,46010.18,Région IDF,CENTRE D INFORMATION ET DE DOCUMENTATION JEUNESSE
38816108500039.0,33  RUE DU TIERS POT GARGES LES GONESSE,2726,12000.0,Région IDF,CENTRE SOCIAL LES DOUCETTES
37885559700019.0,1 PLACE FOCH GAGNY,2734,6884.08,Région IDF,CENTRE SOCIOCULTUREL DES EPINETTES
37885559700019.0,1 PLACE FOCH GAGNY,2735,4645.2,Région IDF,CENTRE SOCIOCULTUREL DES EPINETTES
77569235300037.0,15  RUE JACQUES BINGEN PARIS 17,2753,5354.46,Région IDF,CEPROC  CTRE FORM APPREN TIS CHARCUTERIE
34182077700033.0,2 RUE LACAZE PARIS 14,2787,2454.78,Région IDF,CERFAL CENTRE REGIONAL DE FORMATION MULTIPROFESSIONNEL
31415201800037.0,52  RUE CHARLES TILLON AUBERVILLIERS,2811,15061.74,Région IDF,CERPE  CTRE ETUDE RECHER CHE PETITE ENFANCE
31415201800037.0,52  RUE CHARLES TILLON AUBERVILLIERS,2814,9600.0,Région IDF,CERPE  CTRE ETUDE RECHER CHE PETITE ENFANCE
45210208000028.0,93 BD DE LA SEINE NANTERRE,2819,1372000.0,Région IDF,CESFA BTP CTRE SUPERIEUR FORMAT APPRENTISSAGE BTP
45210208000028.0,93 BD DE LA SEINE NANTERRE,2821,1280.0,Région IDF,CESFA BTP CTRE SUPERIEUR FORMAT APPRENTISSAGE BTP
45210208000028.0,93 BD DE LA SEINE NANTERRE,2824,13333.33,Région IDF,CESFA BTP CTRE SUPERIEUR FORMAT APPRENTISSAGE BTP
509472890.0,37 BIS RUE DES TROIS BORNES 75011 PARIS,2836,127712.08,ASP,CFA INSTA
77572845400189.0,34  AV  CHARLES DE GAULLE NEUILLY SUR SEINE,2850,21333.22,Région IDF,CFAI AFORP FORMATION
77572845400189.0,34  AV  CHARLES DE GAULLE NEUILLY SUR SEINE,2852,2049.0,Région IDF,CFAI AFORP FORMATION
77572845400189.0,34  AV  CHARLES DE GAULLE NEUILLY SUR SEINE,2853,27250.0,Région IDF,CFAI AFORP FORMATION
